id,date,tweet,fav
554,2/22/2016 2:00,"b""'Deadpool' dominates again with $55 million in 2nd week: https://t.co/6bwsltzDsk\n#DeadpoolMovie https://t.co/5H4sZD40Hn""",1
555,2/22/2016 1:57,"b""RT @winter_page: I feel like I'm going to hell for laughing at 99% of the jokes in #DeadpoolMovie but it was so good I don't even care""",0
556,2/22/2016 1:54,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
557,2/22/2016 1:50,"b""I feel like I'm going to hell for laughing at 99% of the jokes in #DeadpoolMovie but it was so good I don't even care""",9
558,2/22/2016 1:44,"b""RT @darthsean85: \xf0\x9f\x98\x82 If you've seen #DeadpoolMovie you'll get this. #Deadpool https://t.co/yRM5tXSvWZ""",0
559,2/22/2016 1:41,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0
560,2/22/2016 1:36,b'RT @IEarths: Deadpool Closes In On $500-Million...\n\n#Deadpool #DeadpoolMovie #Deadpool2 #Marvel #XMen\n \nhttps://t.co/Nz7U5w2qb7 https://t.c\xe2\x80\xa6',0
561,2/22/2016 1:36,b'RT @IEarths: Deadpool Closes In On $500-Million...\n\n#Deadpool #DeadpoolMovie #Deadpool2 #Marvel #XMen\n \nhttps://t.co/Nz7U5w2qb7 https://t.c\xe2\x80\xa6',0
562,2/22/2016 1:31,b'RT @MarcMussoLive: Workin on my #DeadpoolMovie Review!',0
563,2/22/2016 1:31,b'RT @MarcMussoLive: NEW Video! https://t.co/60ABIOxLVc #DeadpoolMovie Review!',0
564,2/22/2016 1:30,"b""RT @thenotoriousven: man, i have a lot of catching up to do. here's something for today- celebrating the release of #DeadpoolMovie https://\xe2\x80\xa6""",0
565,2/22/2016 1:26,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0
566,2/22/2016 1:25,b'RT @Furiousnurse: 20 Facts About #Deadpool That Will Make You Look Like an Expert!\n#DeadpoolMovie \n\nhttps://t.co/SsOIMzyWS1 https://t.co/6f\xe2\x80\xa6',0
567,2/22/2016 1:24,b'RT @kristyklausing: Join us live at 9 tonight as we discuss Deadpool &amp; much more!!! #DeadpoolMovie #podcasting #RT  https://t.co/VPas96tKYm',0
568,2/22/2016 1:23,b'20 Facts About #Deadpool That Will Make You Look Like an Expert!\n#DeadpoolMovie \n\nhttps://t.co/SsOIMzyWS1 https://t.co/6fiSkvsghN',1
569,2/22/2016 1:10,b'RT @IEarths: Deadpool Closes In On $500-Million...\n\n#Deadpool #DeadpoolMovie #Deadpool2 #Marvel #XMen\n \nhttps://t.co/Nz7U5w2qb7 https://t.c\xe2\x80\xa6',0
570,2/22/2016 1:08,b'Checkout our hottest Deadpool T-shirt Design! https://t.co/qIlBSxd7AU #deadpool #deadpoolmovie #marvel https://t.co/ytNmESTjWb',1
571,2/22/2016 1:07,b'Deadpool Closes In On $500-Million...\n\n#Deadpool #DeadpoolMovie #Deadpool2 #Marvel #XMen\n \nhttps://t.co/Nz7U5w2qb7 https://t.co/cBHBDI95UY',15
572,2/22/2016 1:06,b'RT @DrunkFlair: Anyone else just shudder when they see New Day after seeing #DeadpoolMovie ?\n#WWEFastlane #unicorn',0
573,2/22/2016 1:02,b'Anyone else just shudder when they see New Day after seeing #DeadpoolMovie ?\n#WWEFastlane #unicorn',2
574,2/22/2016 1:00,"b""RT @GeekFantasyMag: Don't act like you're not impressed.\n#Deadpool #OpeningWeekend.\n#thanks @BatintheSun\n\n#DeadpoolMovie @deadpoolmovie htt\xe2\x80\xa6""",0
575,2/22/2016 0:59,"b'RT @ProfessorRotman: Speaking of #PoliticalCorrectness, the highest ""grossing"" (double-entendre intended) movie #Deadpool #DeadpoolMovie  h\xe2\x80\xa6'",0
576,2/22/2016 0:59,"b'RT @ProfessorRotman: Speaking of #PoliticalCorrectness, the highest ""grossing"" (double-entendre intended) movie #Deadpool #DeadpoolMovie  h\xe2\x80\xa6'",0
577,2/22/2016 0:50,"b""RT @Hirotopon: Captain \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L \nI'm touching myself tonight .@deadpoolmovie .@VancityReynolds #TickPics #Deadpool #DeadpoolMovie https://t.co/1\xe2\x80\xa6""",0
578,2/22/2016 0:49,"b""RT @darthsean85: \xf0\x9f\x98\x82 If you've seen #DeadpoolMovie you'll get this. #Deadpool https://t.co/yRM5tXSvWZ""",0
579,2/22/2016 0:44,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0
580,2/22/2016 0:37,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
581,2/22/2016 0:30,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
582,2/22/2016 0:27,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
583,2/22/2016 0:26,b'Join us live at 9 tonight as we discuss Deadpool &amp; much more!!! #DeadpoolMovie #podcasting #RT  https://t.co/VPas96tKYm',0
584,2/22/2016 0:24,"b'RT @TheVRO: Have you seen #DeadpoolMovie yet? If so, check out what our hosts thought. https://t.co/QhbAkon5uD #deadpool https://t.co/IQr46\xe2\x80\xa6'",0
585,2/22/2016 0:24,"b'Have you seen #DeadpoolMovie yet? If so, check out what our hosts thought. https://t.co/QhbAkon5uD #deadpool https://t.co/IQr46q0Xag'",0
586,2/22/2016 0:22,"b""man, i have a lot of catching up to do. here's something for today- celebrating the release of #DeadpoolMovie https://t.co/G6ZiVUUYpn""",6
587,2/22/2016 0:20,b'RT @FruitionScrolls: Raff/Deadpool mashup https://t.co/zzZe8eql6B #fanart  #deadpool #DeadpoolMovie #marvel #Kickstarter @NickAzevedo1 http\xe2\x80\xa6',0
588,2/22/2016 0:18,b'RT @FruitionScrolls: Raff/Deadpool mashup https://t.co/zzZe8eql6B #fanart  #deadpool #DeadpoolMovie #marvel #Kickstarter @NickAzevedo1 http\xe2\x80\xa6',0
589,2/22/2016 0:18,b'Raff/Deadpool mashup https://t.co/zzZe8eql6B #fanart  #deadpool #DeadpoolMovie #marvel #Kickstarter @NickAzevedo1 https://t.co/RFsWf7Fmmg',8
590,2/22/2016 0:15,b'RT @MaryumMalik_: #DeadpoolMovie Awesome.. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',0
591,2/22/2016 0:09,"b'RT @AAbroadcasting: This week we talk about #DeadpoolMovie , the future of R rated movies, and #DanielBryan retirement from the ring. #pode\xe2\x80\xa6'",0
592,2/22/2016 0:08,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0
593,2/22/2016 0:06,b'RT @BehindThePopPod: Check out our newest ep all about #DeadpoolMovie and Highest Grossing R-Rated Flicks! https://t.co/0DVxnK3ANe @Vancity\xe2\x80\xa6',0
594,2/22/2016 0:06,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
595,2/22/2016 0:04,"b'RT @AAbroadcasting: This week we talk about #DeadpoolMovie , the future of R rated movies, and #DanielBryan retirement from the ring. #pode\xe2\x80\xa6'",0
596,2/22/2016 0:04,"b""Just watched #DeadpoolMovie and loved it. Can't wait for sequel.""",0
597,2/22/2016 0:00,b'RT @BehindThePopPod: Check out our newest ep all about #DeadpoolMovie and Highest Grossing R-Rated Flicks! https://t.co/0DVxnK3ANe @Vancity\xe2\x80\xa6',0
598,2/21/2016 23:56,"b'RT @AAbroadcasting: This week we talk about #DeadpoolMovie , the future of R rated movies, and #DanielBryan retirement from the ring. #pode\xe2\x80\xa6'",0
599,2/21/2016 23:54,"b""RT @moviemazz: As always, Zane aka Gooney Toons is doing the Lord's work \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L @VancityReynolds #Deadpool #Deadpoolmovie https://t.co/o0PmBKV\xe2\x80\xa6""",0
600,2/21/2016 23:53,"b""RT @AsDaysFadeNY: \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 who get's this?! #Deadpool @deadpoolmovie @VancityReynolds #DeadpoolMovie https://t.co/i2ACPRLwSs""",0
601,2/21/2016 23:51,"b""As always, Zane aka Gooney Toons is doing the Lord's work \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L @VancityReynolds #Deadpool #Deadpoolmovie https://t.co/o0PmBKVXr3""",4
602,2/21/2016 23:50,"b'RT @DJCasperDJC: Here\'s my record ""No Clothes Zone"" that\'s placed in the @deadpoolmovie https://t.co/MSZyxyCkoW #DeadpoolMovie https://t.co\xe2\x80\xa6'",0
603,2/21/2016 23:46,b'RT @BlackGirlNerds: Stefan Kapicic who plays Colossus in #DeadpoolMovie gets personal with us on this episode of the #BGNPodcast! https://t\xe2\x80\xa6',0
604,2/21/2016 23:46,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
605,2/21/2016 23:36,"b""RT @logtournament: Who's seen #DeadpoolMovie yet? https://t.co/uqECNhhd3U""",0
606,2/21/2016 23:28,b'RT @Mysano_pH: Watched #DeadpoolMovie yesterday and had SO MUCH FU**ING FUN!!! #Deadpool https://t.co/OlRS1a30Tz',0
607,2/21/2016 23:23,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
608,2/21/2016 23:23,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
609,2/21/2016 23:22,"b'RT @Ivonbartok: Saw #DeadpoolMovie today... Best ""super hero"" movie since Iron Man.'",0
610,2/21/2016 23:17,b'RT @RickyDragoni: Oh #Deadpool you frisky rascal @deadpoolmovie #DeadpoolMovie @VancityReynolds @nottjmiller https://t.co/t1LB3UHvtf',0
611,2/21/2016 23:16,"b'This week we talk about #DeadpoolMovie , the future of R rated movies, and #DanielBryan retirement from the ring. #podernfamily #wwe'",5
612,2/21/2016 23:16,b'RT @RickyDragoni: So that is why... Lol #DeadpoolMovie #Deadpool #author #writerslife https://t.co/xs885CoynF https://t.co/lahK49tyNK',0
613,2/21/2016 23:15,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
614,2/21/2016 23:14,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
615,2/21/2016 23:08,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
616,2/21/2016 23:07,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
617,2/21/2016 23:04,b'RT @Mysano_pH: Watched #DeadpoolMovie yesterday and had SO MUCH FU**ING FUN!!! #Deadpool https://t.co/OlRS1a30Tz',0
618,2/21/2016 23:03,"b'Saw #DeadpoolMovie today... Best ""super hero"" movie since Iron Man.'",2
619,2/21/2016 23:02,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
620,2/21/2016 22:50,b'RT @Sh1ttyVan: Apparantly I have a face you could sit on. Well I am slightly better looking than @VancityReynolds\n#DeadpoolMovie  https://t\xe2\x80\xa6',0
621,2/21/2016 22:46,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
622,2/21/2016 22:43,b'RT @MaryumMalik_: #DeadpoolMovie Awesome.. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',0
623,2/21/2016 22:40,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",0
624,2/21/2016 22:39,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
625,2/21/2016 22:38,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",0
626,2/21/2016 22:36,b'RT @rom4nogers: PLEASE  NO SPOLIER OF DEADPOOL\xc2\xa1\xc2\xa1\xc2\xa1\xc2\xa1\xc2\xa1\n#DeadpoolMovie',0
627,2/21/2016 22:32,b'RT @shadenburton: definitely the best movie ever.\n#DeadpoolMovie',0
628,2/21/2016 22:31,"b'Speaking of #PoliticalCorrectness, the highest ""grossing"" (double-entendre intended) movie #Deadpool #DeadpoolMovie  https://t.co/Lhf0vxHRUV'",0
629,2/21/2016 22:30,"b""RT @_Laurencargill_: Watched #DeadpoolMovie today @VancityReynolds laughed so much, it's hilarious \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @alohah0llie @lunal0veg00d_""",0
630,2/21/2016 22:21,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
631,2/21/2016 22:21,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
632,2/21/2016 22:19,b'RT @wwtaydo: #DeadpoolMovie was great \xf0\x9f\x98\xa9',0
633,2/21/2016 22:19,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
634,2/21/2016 22:17,"b""Watched #DeadpoolMovie today @VancityReynolds laughed so much, it's hilarious \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @alohah0llie @lunal0veg00d_""",1
635,2/21/2016 22:17,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
636,2/21/2016 22:16,b'#DeadpoolMovie was great \xf0\x9f\x98\xa9',0
637,2/21/2016 22:15,"b""RT @IvyTwisted: #Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",0
638,2/21/2016 22:15,"b""#Deadpool is killing it.\n\nCan't wait to see it again.\n\n#IRegretNothing #DeadpoolMovie https://t.co/RnTqf0p7fz""",20
639,2/21/2016 22:14,b'RT @BlackGirlNerds: Stefan Kapicic who plays Colossus in #DeadpoolMovie gets personal with us on this episode of the #BGNPodcast! https://t\xe2\x80\xa6',0
640,2/21/2016 22:13,b'RT @koalistcom: #CaptainAmerica Actor #ChrisEvans Praises #DeadpoolMovie https://t.co/J6TXnneyKz #Deadpool  #Marvel #RyanReynolds https://t\xe2\x80\xa6',0
641,2/21/2016 22:13,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
642,2/21/2016 22:11,b'RT @AJonesProd: \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L time! #DeadpoolMovie #yay https://t.co/2vtHfF1lJj',0
643,2/21/2016 22:10,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
644,2/21/2016 22:07,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
645,2/21/2016 22:07,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",0
646,2/21/2016 22:03,"b'RT @GnasherMurals: @deadpoolmovie Graffiti Mural painted in the UK by me, #DeadpoolMovie https://t.co/3yYC2UIEzk'",0
647,2/21/2016 22:02,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
648,2/21/2016 22:00,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0
649,2/21/2016 22:00,"b""RT @doomsdayIII: I rated Deadpool (2016) 10/10  #IMDb Just Saw #DeadpoolMovie For The #FirstTime!!! I'm Seeing It Again, THIS WEEK!!! https\xe2\x80\xa6""",0
650,2/21/2016 21:59,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
651,2/21/2016 21:58,b'RT @irongeekcomics: See #deadpool in his first appearance in #newmutants #98 by https://t.co/0NzZLsbLnp #comic #deadpoolmovie #book',0
652,2/21/2016 21:54,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
653,2/21/2016 21:53,b'RT @Tridiver: @TheLastLeg #isitok to ask if @alex_brooker did hand modeling for #DeadpoolMovie',0
654,2/21/2016 21:50,"b'RT @Weapon_meX: Just saw #DeadpoolMovie , It was AWESOME!! best @Marvel movie made ever!! Best #comicbook movie yet! @TheRealStanLee cameo \xe2\x80\xa6'",0
655,2/21/2016 21:44,"b""I rated Deadpool (2016) 10/10  #IMDb Just Saw #DeadpoolMovie For The #FirstTime!!! I'm Seeing It Again, THIS WEEK!!! https://t.co/vv4rlatRt8""",2
656,2/21/2016 21:41,b'RT @MaryumMalik_: #DeadpoolMovie Awesome.. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',0
657,2/21/2016 21:40,b'RT @MaryumMalik_: #DeadpoolMovie Awesome.. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',0
658,2/21/2016 21:35,b'@TheLastLeg #isitok to ask if @alex_brooker did hand modeling for #DeadpoolMovie',1
659,2/21/2016 21:33,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
660,2/21/2016 21:32,b'RT @Kinberg: Hollywood walk of shame #DeadpoolMovie https://t.co/ZmbWvrl0Yi',0
661,2/21/2016 21:30,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
662,2/21/2016 21:23,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
663,2/21/2016 21:20,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
664,2/21/2016 21:20,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
665,2/21/2016 21:19,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
666,2/21/2016 21:17,"b""RT @logtournament: Who's seen #DeadpoolMovie yet? https://t.co/uqECNhhd3U""",0
667,2/21/2016 21:16,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
668,2/21/2016 21:16,b'RT @Gabi_5SOS_: @Michael5SOS I think you profile need this gif #DeadpoolMovie #Deadpool https://t.co/3ab3H2wdoF',0
669,2/21/2016 21:13,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
670,2/21/2016 21:12,b'RT @GameOfTolkien: || The ultimate battle!! #Deadpool #DeadpoolMovie || https://t.co/1SPRKpopaY',0
671,2/21/2016 21:11,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
672,2/21/2016 21:10,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
673,2/21/2016 21:08,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
674,2/21/2016 21:08,b'RT @DaTenar: Seems just perfect to retweet #comics w/ teenagers after #DeadpoolMovie &amp; Negasonic Teenage Warhead  https://t.co/2Cp2SGn1Gf',0
675,2/21/2016 21:07,"b'RT @The1stBAT: 2/2 even more important Hollywood, not every comic movie needs to imitate #DeadpoolMovie get the character and story right a\xe2\x80\xa6'",0
676,2/21/2016 21:07,"b'RT @The1stBAT: 2/2 even more important Hollywood, not every comic movie needs to imitate #DeadpoolMovie get the character and story right a\xe2\x80\xa6'",0
677,2/21/2016 21:06,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
678,2/21/2016 21:05,b'Seems just perfect to retweet #comics w/ teenagers after #DeadpoolMovie &amp; Negasonic Teenage Warhead  https://t.co/2Cp2SGn1Gf',0
679,2/21/2016 21:05,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
680,2/21/2016 21:03,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
681,2/21/2016 21:03,"b""2/2 even more important Hollywood, not every comic movie needs to imitate #DeadpoolMovie get the character and story right and we'll watch.""",4
682,2/21/2016 21:01,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
683,2/21/2016 21:01,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
684,2/21/2016 21:01,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
685,2/21/2016 21:01,b'RT @JakePortis: Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',0
686,2/21/2016 21:01,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
687,2/21/2016 21:00,b'Deadpool is bloody hilarious ... Great laugh ! You must watch it for bants ... #DeadpoolMovie #Ad',58
688,2/21/2016 21:00,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0
689,2/21/2016 20:58,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
690,2/21/2016 20:55,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
691,2/21/2016 20:53,b'RT @DeluxeVideoOL: https://t.co/yXMNkcxeCz #DeadpoolMovie  #MovieReview  what do you think?',0
692,2/21/2016 20:52,"b""RT @Electricgrrrrrl: Don't take your kids to see #DeadpoolMovie""",0
693,2/21/2016 20:46,b'RT @BehindThePopPod: Check out our newest ep all about #DeadpoolMovie and Highest Grossing R-Rated Flicks! https://t.co/0DVxnK3ANe @Vancity\xe2\x80\xa6',0
694,2/21/2016 20:46,b'RT @BehindThePopPod: Check out our newest ep all about #DeadpoolMovie and Highest Grossing R-Rated Flicks! https://t.co/0DVxnK3ANe @Vancity\xe2\x80\xa6',0
695,2/21/2016 20:45,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
696,2/21/2016 20:44,b'RT @rippercut: Deadpool! #DeadpoolMovie #SundayAfternoon https://t.co/n7kigFgiG1',0
697,2/21/2016 20:43,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
698,2/21/2016 20:43,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
699,2/21/2016 20:42,b'RT @AJ_Mitch92: Deadpool was actually hilarious - awesome film! \xf0\x9f\x98\x83 #Marvel #DeadpoolMovie #Cinema',0
700,2/21/2016 20:42,b'Check out our newest ep all about #DeadpoolMovie and Highest Grossing R-Rated Flicks! https://t.co/0DVxnK3ANe @VancityReynolds #PodernFamily',2
701,2/21/2016 20:42,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
702,2/21/2016 20:38,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
703,2/21/2016 20:37,"b""RT @TheLovelyFurry: I actually had a deadpool shirt before the movie came out. Now if I wear it I'll seem like bandwagon douche =/ \n#Deadpo\xe2\x80\xa6""",0
704,2/21/2016 20:36,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
705,2/21/2016 20:36,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
706,2/21/2016 20:36,b'RT @buffygonebad: Best time to be had in a movie theatre #DeadpoolMovie  https://t.co/uL91ba33Ab',0
707,2/21/2016 20:35,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
708,2/21/2016 20:34,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
709,2/21/2016 20:32,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
710,2/21/2016 20:32,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
711,2/21/2016 20:32,"b'RT @GeekOutpost: To be fair, Colossus did try to get him to keep it PG around Negasonic Teenage Warhead. #DeadpoolMovie https://t.co/zkT2yU\xe2\x80\xa6'",0
